0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,0,1,1,0,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,0,1,1,0,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,1,0,1,1,1,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,1,0,1,1,1
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,1,1,1,1,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,1,0,0,0,0,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,1,0,1,1,0,0
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,1,1,1,0,0,1
0.005388840683393378,0.003650339466590401,0.005990965513821331,0.004707383876575255,0.004817830587738698,0,1,0,0,0,0
0.004993634094136938,0.004422947311769341,0.0034523482093886415,0.00411478612767713,0.0035748364429788373,1,0,1,0,1,1
0.005270940854755424,0.004609847790037676,0.003440069742291878,0.004543147502319198,0.003450582874019862,0,0,0,1,0,0
0.005270940854755424,0.004609847790037676,0.003440069742291878,0.004543147502319198,0.003450582874019862,0,1,0,0,1,1
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,1,0,1,0,1
0.002604115818305642,0.0033517507975894694,0.00522764186020871,0.0019599817442214652,0.0029745084931138894,0,0,0,0,0,0
